list_entry,review_status,bowl_barrow_identity,single_monument,upstanding_earthwork,geometry_qa,terrain_coverage,terrain_provenance,geographic_group_id,exclusion_reason,evidence_codes,reviewer_notes,review_date,source_access_date,source_last_edit_at,capture_scale,terrain_year,source_resolution_m,survey_program,second_review_required
1008299,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N3,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1007588,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N5,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1009007,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E5_N1,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1012336,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E6_N1,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1010109,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2019,1,National LIDAR Programme,false
1018097,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1009115,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N4,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1016209,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E2_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1007734,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N4,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1010381,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N3,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1013858,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N4,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1016443,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E1_N0,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,true
1008504,uncertain,yes,yes,uncertain,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E6_N2,insufficient_evidence,identity:explicit_bowl_barrow;monument:single_supported;relief:insufficient_evidence,Surviving upstanding morphology is not explicit enough.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1016298,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1011275,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N5,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1012719,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N0,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1008025,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N0,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1009104,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E5_N0,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1017967,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E2_N0,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1014562,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1013893,uncertain,yes,yes,uncertain,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E5_N3,insufficient_evidence,identity:explicit_bowl_barrow;monument:single_supported;relief:insufficient_evidence,Surviving upstanding morphology is not explicit enough.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1010316,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1011121,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N3,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1008660,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N5,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1014951,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E5_N1,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1012259,rejected,no,uncertain,uncertain,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E6_N1,not_bowl_barrow,identity:not_explicit,Official entry does not explicitly support bowl-barrow identity.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1010145,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2019,1,National LIDAR Programme,false
1431696,uncertain,yes,yes,uncertain,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E5_N2,insufficient_evidence,identity:explicit_bowl_barrow;monument:single_supported;relief:insufficient_evidence,Surviving upstanding morphology is not explicit enough.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1008909,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N4,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1016971,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E2_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1013990,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N4,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1013648,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N3,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1007496,uncertain,yes,yes,uncertain,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E4_N4,insufficient_evidence,identity:explicit_bowl_barrow;monument:single_supported;relief:insufficient_evidence,Surviving upstanding morphology is not explicit enough.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1003105,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E1_N0,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:2500,2021,1,National LIDAR Programme,false
1017577,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E6_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2019,1,National LIDAR Programme,false
1010420,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1015435,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N5,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1018487,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N0,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1015337,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N0,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1007876,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E5_N0,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1020476,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E2_N0,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1018154,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1021311,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E5_N3,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1016825,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1007632,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N3,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1015732,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E3_N5,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,true
1009082,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2019,1,National LIDAR Programme,true
1013144,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E6_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1012036,rejected,yes,yes,no,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E4_N1,no_upstanding_relief,identity:explicit_bowl_barrow;monument:single_supported;relief:levelled,Details do not support surviving upstanding relief.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1018307,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1008910,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N4,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2022,1,National LIDAR Programme,false
1021231,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E2_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2022,1,National LIDAR Programme,false
1008137,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N4,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1008004,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N3,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1018255,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N4,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1016164,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E1_N0,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2019,1,National LIDAR Programme,false
1008485,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E6_N2,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,true
1017071,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1011268,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N5,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1010716,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N0,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1015365,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N0,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,true
1009479,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N0,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2019,1,National LIDAR Programme,true
1005451,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E2_N0,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1018160,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,true
1021129,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N3,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2017,1,National LIDAR Programme,false
1016874,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2019,1,National LIDAR Programme,false
1007384,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N3,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1008235,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N5,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1009480,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1017618,rejected,no,uncertain,uncertain,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E6_N1,not_bowl_barrow,identity:not_explicit,Official entry does not explicitly support bowl-barrow identity.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1010108,rejected,yes,yes,no,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E4_N1,no_upstanding_relief,identity:explicit_bowl_barrow;monument:single_supported;relief:levelled,Details do not support surviving upstanding relief.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1018041,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1008912,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N4,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1018525,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E2_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1007745,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N4,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1010098,rejected,no,yes,yes,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E4_N3,cairn,identity:explicit_bowl_barrow;type:described_as_cairn,Details identify the scheduled feature as a cairn.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1007569,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N4,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1003050,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E1_N0,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:2500,2021,1,National LIDAR Programme,false
1008684,uncertain,yes,yes,uncertain,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E6_N2,insufficient_evidence,identity:explicit_bowl_barrow;monument:single_supported;relief:insufficient_evidence,Surviving upstanding morphology is not explicit enough.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1008287,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2019,1,National LIDAR Programme,false
1011280,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N5,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1010507,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E4_N0,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1016733,uncertain,yes,yes,uncertain,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E3_N0,insufficient_evidence,identity:explicit_bowl_barrow;monument:single_supported;relief:insufficient_evidence,Surviving upstanding morphology is not explicit enough.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1004414,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E2_N0,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2019,1,National LIDAR Programme,false
